name,price_per_night,accommodation_type,distance_label,highlights_section,hotel_rating,user_rating_count,user_average_rating,user_comment,country,city,checkin,checkout,rooms,guests,day_of_week,day_of_month,month,free_wifi,pool,parking,aircond,restaurant,hotel_bar,balcony_patio,spa,gym,hairdryer,kitchen,non_smoking_room,tv_ent,washing_machine,holiday,holiday_name
Moxy Putrajaya,389.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-20,2025-05-21,1,2,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,263.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,1,2,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",421.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,1,2,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,367.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-05-20,2025-05-21,1,2,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,213.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,1,2,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,356.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,1,3,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,626.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-20,2025-05-21,1,3,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",583.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,,Malaysia,Putrajaya,2025-05-20,2025-05-21,1,3,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,505.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-05-20,2025-05-21,1,3,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Putrajaya Marriott Hotel,680.0,Hotel,5.0 km to City center,1,5.0,12421.0,8.2,,Malaysia,Putrajaya,2025-05-20,2025-05-21,1,3,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,778.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-20,2025-05-21,2,2,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,526.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,2,2,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,425.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,2,2,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,713.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,2,2,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Enclave Hotel,407.0,Hotel,3.7 km to City center,1,7.9,1801.0,7.9,,Malaysia,Putrajaya,2025-05-20,2025-05-21,2,2,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,713.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,2,3,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,778.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-20,2025-05-21,2,3,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,526.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,2,3,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
PULSE GRANDE Hotel Putrajaya,655.0,Hotel,2.0 km to City center,1,5.0,9388.0,8.1,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,2,3,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,425.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,2,3,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,789.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,3,3,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,1166.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-20,2025-05-21,3,3,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,638.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,3,3,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Enclave Hotel,611.0,Hotel,3.7 km to City center,1,7.9,1801.0,7.9,,Malaysia,Putrajaya,2025-05-20,2025-05-21,3,3,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
PULSE GRANDE Hotel Putrajaya,983.0,Hotel,2.0 km to City center,1,5.0,9388.0,8.1,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,3,3,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,263.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,1,1,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,410.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-30,2025-05-31,1,1,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,367.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-05-30,2025-05-31,1,1,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",432.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,1,1,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,248.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,1,1,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,410.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-30,2025-05-31,1,2,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,263.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,1,2,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",432.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,1,2,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,367.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-05-30,2025-05-31,1,2,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,231.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,1,2,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,356.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,1,3,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,648.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-30,2025-05-31,1,3,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",594.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,1,3,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,505.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-05-30,2025-05-31,1,3,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Putrajaya Marriott Hotel,670.0,Hotel,5.0 km to City center,1,5.0,12421.0,8.2,,Malaysia,Putrajaya,2025-05-30,2025-05-31,1,3,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,821.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-30,2025-05-31,2,2,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,526.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,2,2,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,461.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,2,2,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,713.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,2,2,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Enclave Hotel,407.0,Hotel,3.7 km to City center,1,7.9,1801.0,7.9,,Malaysia,Putrajaya,2025-05-30,2025-05-31,2,2,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,713.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,2,3,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,821.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-30,2025-05-31,2,3,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,526.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,2,3,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
PULSE GRANDE Hotel Putrajaya,688.0,Hotel,2.0 km to City center,1,5.0,9388.0,8.1,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,2,3,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,461.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,2,3,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,692.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,3,3,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,789.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,3,3,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Enclave Hotel,611.0,Hotel,3.7 km to City center,1,7.9,1801.0,7.9,,Malaysia,Putrajaya,2025-05-30,2025-05-31,3,3,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,1231.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-30,2025-05-31,3,3,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
PULSE GRANDE Hotel Putrajaya,1032.0,Hotel,2.0 km to City center,1,5.0,9388.0,8.1,Very good,Malaysia,Putrajaya,2025-05-30,2025-05-31,3,3,Friday,30,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,279.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,1,1,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,226.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,1,1,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,367.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-06-09,2025-06-10,1,1,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",540.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,1,1,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,389.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-06-09,2025-06-10,1,1,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,382.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-06-09,2025-06-10,1,2,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,279.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,1,2,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",540.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,1,2,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,367.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-06-09,2025-06-10,1,2,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,226.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,1,2,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,356.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,1,3,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",702.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,1,3,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,505.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-06-09,2025-06-10,1,3,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Twelve Putrajaya,190.0,Entire House / Apartment,4.7 km to City center,0,9.7,45.0,9.7,,Malaysia,Putrajaya,2025-06-09,2025-06-10,1,3,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Putrajaya Marriott Hotel,745.0,Hotel,5.0 km to City center,1,5.0,12421.0,8.2,,Malaysia,Putrajaya,2025-06-09,2025-06-10,1,3,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,764.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-06-09,2025-06-10,2,2,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,558.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,2,2,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,452.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,2,2,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,713.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,2,2,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Enclave Hotel,407.0,Hotel,3.7 km to City center,1,7.9,1801.0,7.9,,Malaysia,Putrajaya,2025-06-09,2025-06-10,2,2,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,713.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,2,3,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,764.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-06-09,2025-06-10,2,3,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,558.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,2,3,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Enclave Hotel,407.0,Hotel,3.7 km to City center,1,7.9,1801.0,7.9,,Malaysia,Putrajaya,2025-06-09,2025-06-10,2,3,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
PULSE GRANDE Hotel Putrajaya,655.0,Hotel,2.0 km to City center,1,5.0,9388.0,8.1,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,2,3,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,1147.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-06-09,2025-06-10,3,3,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,678.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,3,3,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,837.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,3,3,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Enclave Hotel,611.0,Hotel,3.7 km to City center,1,7.9,1801.0,7.9,,Malaysia,Putrajaya,2025-06-09,2025-06-10,3,3,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
PULSE GRANDE Hotel Putrajaya,983.0,Hotel,2.0 km to City center,1,5.0,9388.0,8.1,Very good,Malaysia,Putrajaya,2025-06-09,2025-06-10,3,3,Monday,9,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,263.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-06-19,2025-06-20,1,1,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,389.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-06-19,2025-06-20,1,1,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,367.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-06-19,2025-06-20,1,1,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",497.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-06-19,2025-06-20,1,1,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,213.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-06-19,2025-06-20,1,1,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,389.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-06-19,2025-06-20,1,2,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,263.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-06-19,2025-06-20,1,2,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",497.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-06-19,2025-06-20,1,2,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,367.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-06-19,2025-06-20,1,2,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,213.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-06-19,2025-06-20,1,2,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,356.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-06-19,2025-06-20,1,3,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,626.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-06-19,2025-06-20,1,3,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",659.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-06-19,2025-06-20,1,3,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,505.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-06-19,2025-06-20,1,3,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Le Meridien Putrajaya,821.0,Hotel,5.2 km to City center,1,5.0,15161.0,8.9,,Malaysia,Putrajaya,2025-06-19,2025-06-20,1,3,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,778.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-06-19,2025-06-20,2,2,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,526.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-06-19,2025-06-20,2,2,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,426.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-06-19,2025-06-20,2,2,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,713.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-06-19,2025-06-20,2,2,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Enclave Hotel,421.0,Hotel,3.7 km to City center,1,7.9,1801.0,7.9,,Malaysia,Putrajaya,2025-06-19,2025-06-20,2,2,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,713.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-06-19,2025-06-20,2,3,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,778.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-06-19,2025-06-20,2,3,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,526.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-06-19,2025-06-20,2,3,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
PULSE GRANDE Hotel Putrajaya,655.0,Hotel,2.0 km to City center,1,5.0,9388.0,8.1,Very good,Malaysia,Putrajaya,2025-06-19,2025-06-20,2,3,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Enclave Hotel,421.0,Hotel,3.7 km to City center,1,7.9,1801.0,7.9,,Malaysia,Putrajaya,2025-06-19,2025-06-20,2,3,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,1166.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-06-19,2025-06-20,3,3,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Enclave Hotel,632.0,Hotel,3.7 km to City center,1,7.9,1801.0,7.9,,Malaysia,Putrajaya,2025-06-19,2025-06-20,3,3,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,789.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-06-19,2025-06-20,3,3,Thursday,19,6,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
