name,price_per_night,accommodation_type,distance_label,highlights_section,hotel_rating,user_rating_count,user_average_rating,user_comment,country,city,checkin,checkout,rooms,guests,day_of_week,day_of_month,month,free_wifi,pool,parking,aircond,restaurant,hotel_bar,balcony_patio,spa,gym,hairdryer,kitchen,non_smoking_room,tv_ent,washing_machine,holiday,holiday_name
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,1,1,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,276.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,1,2,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,1,2,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Homi Breeze 和逸微风,147.0,Hotel,1.4 km to City center,0,3.0,10.0,9.1,,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,1,2,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
HotSpot @ City Centre by SSVC,141.0,Hotel,1.0 km to City center,1,3.0,535.0,8.5,,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,1,2,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",246.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,1,2,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",293.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,1,3,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Homi Breeze 和逸微风,157.0,Hotel,1.4 km to City center,0,3.0,10.0,9.1,,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,1,3,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,1,3,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,513.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,1,3,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
HotSpot @ City Centre by SSVC,188.0,Hotel,1.0 km to City center,1,3.0,535.0,8.5,,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,1,3,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,551.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,2,2,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,470.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,2,2,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Magellan Sutera Resort,1150.0,Resort,1.1 km to City center,1,5.0,16040.0,8.7,Excellent,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,2,2,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Pacific Sutera,879.0,Resort,1.0 km to City center,1,5.0,20717.0,8.5,,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,2,2,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",492.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,2,2,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",492.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,2,3,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Shangri-la Kota Kinabalu,271.0,Hotel,0.9 km to City center,1,3.0,8922.0,8.0,,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,2,3,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,276.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,2,3,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,1273.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,2,3,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",492.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,2,3,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,693.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,3,3,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",738.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,3,3,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,827.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,3,3,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Sabah Oriental Hotel,483.0,Hotel,0.2 km to City center,1,4.0,10877.0,7.2,Fair,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,3,3,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
THE LOFT RESIDENCE @ IMAGO MALL,716.0,Hotel,0.4 km to City center,1,7.5,649.0,7.5,,Malaysia,Kota Kinabalu,2025-11-09,2025-11-10,3,3,Sunday,9,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",246.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,1,1,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,184.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,1,1,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,276.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,1,1,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,639.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,1,1,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,1,1,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",246.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,1,2,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,276.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,1,2,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Shangri-La Rasa Ria, Kota Kinabalu",768.0,Resort,22.1 km to City center,1,5.0,20708.0,9.2,,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,1,2,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
HotSpot @ City Centre by SSVC,141.0,Hotel,1.0 km to City center,1,3.0,535.0,8.5,,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,1,2,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,1,2,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",293.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,1,3,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Homi Breeze 和逸微风,157.0,Hotel,1.4 km to City center,0,3.0,10.0,9.1,,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,1,3,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,1,3,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,513.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,1,3,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
HotSpot @ City Centre by SSVC,188.0,Hotel,1.0 km to City center,1,3.0,535.0,8.5,,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,1,3,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,551.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,2,2,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,470.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,2,2,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
ibis Styles Kota Kinabalu Inanam,365.0,Hotel,8.3 km to City center,1,3.0,2348.0,8.8,,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,2,2,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Magellan Sutera Resort,1150.0,Resort,1.1 km to City center,1,5.0,16040.0,8.7,Excellent,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,2,2,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",492.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,2,2,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",492.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,2,3,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Shangri-la Kota Kinabalu,271.0,Hotel,0.9 km to City center,1,3.0,8922.0,8.0,,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,2,3,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,276.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,2,3,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,1273.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,2,3,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",492.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,2,3,Wednesday,19,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,693.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,3,3,Wednesday,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,827.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,3,3,Wednesday,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
The Magellan Sutera Resort,1725.0,Resort,1.1 km to City center,1,5.0,16040.0,8.7,,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,3,3,Wednesday,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sabah Oriental Hotel,483.0,Hotel,0.2 km to City center,1,4.0,10877.0,7.2,,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,3,3,Wednesday,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
THE LOFT RESIDENCE @ IMAGO MALL,716.0,Hotel,0.4 km to City center,1,7.5,649.0,7.5,,Malaysia,Kota Kinabalu,2025-11-19,2025-11-20,3,3,Wednesday,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",252.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,1,1,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,184.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,1,1,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,639.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,1,1,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,295.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,1,1,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,1,1,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,640.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,1,2,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,184.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,1,2,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,1,2,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Shangri-La Rasa Ria, Kota Kinabalu",769.0,Resort,22.1 km to City center,1,5.0,20708.0,9.2,Excellent,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,1,2,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",252.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,1,2,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",299.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,1,3,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Homi Breeze 和逸微风,177.0,Hotel,1.4 km to City center,0,3.0,10.0,9.1,,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,1,3,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,1,3,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,532.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,1,3,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
HotSpot @ City Centre by SSVC,188.0,Hotel,1.0 km to City center,1,3.0,535.0,8.5,,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,1,3,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,589.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,2,2,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,470.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,2,2,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Magellan Sutera Resort,1150.0,Resort,1.1 km to City center,1,5.0,16040.0,8.7,Excellent,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,2,2,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Pacific Sutera,879.0,Resort,1.0 km to City center,1,5.0,20717.0,8.5,,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,2,2,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",504.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,2,2,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",504.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,2,3,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Shangri-la Kota Kinabalu,271.0,Hotel,0.9 km to City center,1,3.0,8922.0,8.0,,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,2,3,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,1273.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,2,3,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Pacific Sutera,879.0,Resort,1.0 km to City center,1,5.0,20717.0,8.5,,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,2,3,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",504.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,2,3,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,694.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,3,3,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,884.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,3,3,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Magellan Sutera Resort,1725.0,Resort,1.1 km to City center,1,5.0,16040.0,8.7,Excellent,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,3,3,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Sabah Oriental Hotel,549.0,Hotel,0.2 km to City center,1,4.0,10877.0,7.2,Fair,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,3,3,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",756.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-11-29,2025-11-30,3,3,Saturday,29,11,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",246.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,1,1,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,184.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,1,1,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,639.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,1,1,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,295.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,1,1,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,1,1,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",246.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,1,2,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,184.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,1,2,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,639.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,1,2,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Shangri-La Rasa Ria, Kota Kinabalu",768.0,Resort,22.1 km to City center,1,5.0,20708.0,9.2,Excellent,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,1,2,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",246.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,1,2,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",293.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,1,3,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Homi Breeze 和逸微风,202.0,Hotel,1.4 km to City center,0,3.0,10.0,9.1,,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,1,3,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,1,3,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,532.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,1,3,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
HotSpot @ City Centre by SSVC,188.0,Hotel,1.0 km to City center,1,3.0,535.0,8.5,,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,1,3,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,589.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,2,2,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,470.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,2,2,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Magellan Sutera Resort,1150.0,Resort,1.1 km to City center,1,5.0,16040.0,8.7,Excellent,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,2,2,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Pacific Sutera,879.0,Resort,1.0 km to City center,1,5.0,20717.0,8.5,,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,2,2,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",492.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,2,2,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
